,Category,Message
49,0,"['u', 'd', 'o', 'n', 't', 'k', 'n', 'o', 'w', 'h', 'o', 'w', 's', 't', 'u', 'b', 'b', 'o', 'r', 'n', 'i', 'a', 'm', 'i', 'd', 'i', 'd', 'n', 't', 'e', 'v', 'e', 'n', 'w', 'a', 'n', 't', 't', 'o', 'g', 'o', 't', 'o', 't', 'h', 'e', 'h', 'o', 's', 'p', 'i', 't', 'a', 'l', 'i', 'k', 'e', 'p', 't', 't', 'e', 'l', 'l', 'i', 'n', 'g', 'm', 'a', 'r', 'k', 'i', 'm', 'n', 'o', 't', 'a', 'w', 'e', 'a', 'k', 's', 'u', 'c', 'k', 'e', 'r', 'h', 'o', 's', 'p', 'i', 't', 'a', 'l', 's', 'a', 'r', 'e', 'f', 'o', 'r', 'w', 'e', 'a', 'k', 's', 'u', 'c', 'k', 'e', 'r', 's']"
50,0,"['w', 'h', 'a', 't', 'y', 'o', 'u', 't', 'h', 'i', 'n', 'k', 'e', 'd', 'a', 'b', 'o', 'u', 't', 'm', 'e', 'f', 'i', 'r', 's', 't', 't', 'i', 'm', 'e', 'y', 'o', 'u', 's', 'a', 'w', 'm', 'e', 'i', 'n', 'c', 'l', 'a', 's', 's']"
51,0,"['a', 'g', 'r', 'a', 'm', 'u', 's', 'u', 'a', 'l', 'l', 'y', 'r', 'u', 'n', 's', 'l', 'i', 'k', 'e', 'l', 't', 'g', 't', 'a', 'h', 'a', 'l', 'f', 'e', 'i', 'g', 'h', 't', 'h', 'i', 's', 's', 'm', 'a', 'r', 't', 'e', 'r', 't', 'h', 'o', 'u', 'g', 'h', 'a', 'n', 'd', 'g', 'e', 't', 's', 'y', 'o', 'u', 'a', 'l', 'm', 'o', 's', 't', 'a', 'w', 'h', 'o', 'l', 'e', 's', 'e', 'c', 'o', 'n', 'd', 'g', 'r', 'a', 'm', 'f', 'o', 'r', 'l', 't', 'g', 't']"
52,0,"['k', 'f', 'y', 'i', 'x', 'h', 'a', 's', 'a', 'r', 'i', 'd', 'e', 'e', 'a', 'r', 'l', 'y', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'b', 'u', 't', 'h', 'e', 's', 'c', 'r', 'a', 's', 'h', 'i', 'n', 'g', 'a', 't', 'o', 'u', 'r', 'p', 'l', 'a', 'c', 'e', 't', 'o', 'n', 'i', 'g', 'h', 't']"
53,0,"['w', 'o', 'w', 'i', 'n', 'e', 'v', 'e', 'r', 'r', 'e', 'a', 'l', 'i', 'z', 'e', 'd', 't', 'h', 'a', 't', 'y', 'o', 'u', 'w', 'e', 'r', 'e', 's', 'o', 'e', 'm', 'b', 'a', 'r', 'a', 's', 's', 'e', 'd', 'b', 'y', 'y', 'o', 'u', 'r', 'a', 'c', 'c', 'o', 'm', 'o', 'd', 'a', 't', 'i', 'o', 'n', 's', 'i', 't', 'h', 'o', 'u', 'g', 'h', 't', 'y', 'o', 'u', 'l', 'i', 'k', 'e', 'd', 'i', 't', 's', 'i', 'n', 'c', 'e', 'i', 'w', 'a', 's', 'd', 'o', 'i', 'n', 'g', 't', 'h', 'e', 'b', 'e', 's', 't', 'i', 'c', 'o', 'u', 'l', 'd', 'a', 'n', 'd', 'y', 'o', 'u', 'a', 'l', 'w', 'a', 'y', 's', 's', 'e', 'e', 'm', 'e', 'd', 's', 'o', 'h', 'a', 'p', 'p', 'y', 'a', 'b', 'o', 'u', 't', 't', 'h', 'e', 'c', 'a', 'v', 'e', 'i', 'm', 's', 'o', 'r', 'r', 'y', 'i', 'd', 'i', 'd', 'n', 't', 'a', 'n', 'd', 'd', 'o', 'n', 't', 'h', 'a', 'v', 'e', 'm', 'o', 'r', 'e', 't', 'o', 'g', 'i', 'v', 'e', 'i', 'm', 's', 'o', 'r', 'r', 'y', 'i', 'o', 'f', 'f', 'e', 'r', 'e', 'd', 'i', 'm', 's', 'o', 'r', 'r', 'y', 'y', 'o', 'u', 'r', 'r', 'o', 'o', 'm', 'w', 'a', 's', 's', 'o', 'e', 'm', 'b', 'a', 'r', 'a', 's', 's', 'i', 'n', 'g']"
54,1,"['s', 'm', 's', 'a', 'c', 's', 'p', 't', 'v', 't', 'h', 'e', 'n', 'e', 'w', 'j', 'e', 'r', 's', 'e', 'y', 'd', 'e', 'v', 'i', 'l', 's', 'a', 'n', 'd', 't', 'h', 'e', 'd', 'e', 't', 'r', 'o', 'i', 't', 'r', 'e', 'd', 'w', 'i', 'n', 'g', 's', 'p', 'l', 'a', 'y', 'i', 'c', 'e', 'h', 'o', 'c', 'k', 'e', 'y', 'c', 'o', 'r', 'r', 'e', 'c', 't', 'o', 'r', 'i', 'n', 'c', 'o', 'r', 'r', 'e', 'c', 't', 'e', 'n', 'd', 'r', 'e', 'p', 'l', 'y', 'e', 'n', 'd', 's', 'p', 't', 'v']"
55,0,"['d', 'o', 'y', 'o', 'u', 'k', 'n', 'o', 'w', 'w', 'h', 'a', 't', 'm', 'a', 'l', 'l', 'i', 'k', 'a', 's', 'h', 'e', 'r', 'a', 'w', 'a', 't', 'd', 'i', 'd', 'y', 'e', 's', 't', 'e', 'r', 'd', 'a', 'y', 'f', 'i', 'n', 'd', 'o', 'u', 't', 'n', 'o', 'w', 'l', 't', 'u', 'r', 'l', 'g', 't']"
56,1,"['c', 'o', 'n', 'g', 'r', 'a', 't', 's', '1', 'y', 'e', 'a', 'r', 's', 'p', 'e', 'c', 'i', 'a', 'l', 'c', 'i', 'n', 'e', 'm', 'a', 'p', 'a', 's', 's', 'f', 'o', 'r', '2', 'i', 's', 'y', 'o', 'u', 'r', 's', 'c', 'a', 'l', 'l', '0', '9', '0', '6', '1', '2', '0', '9', '4', '6', '5', 'n', 'o', 'w', 'c', 's', 'u', 'p', 'r', 'm', 'a', 'n', 'v', 'm', 'a', 't', 'r', 'i', 'x', '3', 's', 't', 'a', 'r', 'w', 'a', 'r', 's', '3', 'e', 't', 'c', 'a', 'l', 'l', '4', 'f', 'r', 'e', 'e', 'b', 'x', '4', '2', '0', 'i', 'p', '4', '5', 'w', 'e', '1', '5', '0', 'p', 'm', 'd', 'o', 'n', 't', 'm', 'i', 's', 's', 'o', 'u', 't']"
57,0,"['s', 'o', 'r', 'r', 'y', 'i', 'l', 'l', 'c', 'a', 'l', 'l', 'l', 'a', 't', 'e', 'r', 'i', 'n', 'm', 'e', 'e', 't', 'i', 'n', 'g']"
58,0,"['t', 'e', 'l', 'l', 'w', 'h', 'e', 'r', 'e', 'y', 'o', 'u', 'r', 'e', 'a', 'c', 'h', 'e', 'd']"
59,0,"['y', 'e', 's', 'g', 'a', 'u', 't', 'i', 'a', 'n', 'd', 's', 'e', 'h', 'w', 'a', 'g', 'o', 'u', 't', 'o', 'f', 'o', 'd', 'i', 's', 'e', 'r', 'i', 'e', 's']"
60,0,"['y', 'o', 'u', 'r', 'g', 'o', 'n', 'n', 'a', 'h', 'a', 'v', 'e', 't', 'o', 'p', 'i', 'c', 'k', 'u', 'p', 'a', '1', 'b', 'u', 'r', 'g', 'e', 'r', 'f', 'o', 'r', 'y', 'o', 'u', 'r', 's', 'e', 'l', 'f', 'o', 'n', 'y', 'o', 'u', 'r', 'w', 'a', 'y', 'h', 'o', 'm', 'e', 'i', 'c', 'a', 'n', 't', 'e', 'v', 'e', 'n', 'm', 'o', 'v', 'e', 'p', 'a', 'i', 'n', 'i', 's', 'k', 'i', 'l', 'l', 'i', 'n', 'g', 'm', 'e']"
61,0,"['h', 'a', 'h', 'a', 'h', 'a', 'g', 'o', 'o', 'd', 'j', 'o', 'k', 'e', 'g', 'i', 'r', 'l', 's', 'a', 'r', 'e', 's', 'i', 't', 'u', 'a', 't', 'i', 'o', 'n', 's', 'e', 'e', 'k', 'e', 'r', 's']"
62,0,"['i', 't', 's', 'a', 'p', 'a', 'r', 't', 'o', 'f', 'c', 'h', 'e', 'c', 'k', 'i', 'n', 'g', 'i', 'q']"
63,0,"['s', 'o', 'r', 'r', 'y', 'm', 'y', 'r', 'o', 'o', 'm', 'm', 'a', 't', 'e', 's', 't', 'o', 'o', 'k', 'f', 'o', 'r', 'e', 'v', 'e', 'r', 'i', 't', 'o', 'k', 'i', 'f', 'i', 'c', 'o', 'm', 'e', 'b', 'y', 'n', 'o', 'w']"
64,0,"['o', 'k', 'l', 'a', 'r', 'i', 'd', 'o', 'u', 'b', 'l', 'e', 'c', 'h', 'e', 'c', 'k', 'w', 'i', 'f', 'd', 'a', 'h', 'a', 'i', 'r', 'd', 'r', 'e', 's', 's', 'e', 'r', 'a', 'l', 'r', 'e', 'a', 'd', 'y', 'h', 'e', 's', 'a', 'i', 'd', 'w', 'u', 'n', 'c', 'u', 't', 'v', 's', 'h', 'o', 'r', 't', 'h', 'e', 's', 'a', 'i', 'd', 'w', 'i', 'l', 'l', 'c', 'u', 't', 'u', 'n', 't', 'i', 'l', 'i', 'l', 'o', 'o', 'k', 'n', 'i', 'c', 'e']"
65,1,"['a', 's', 'a', 'v', 'a', 'l', 'u', 'e', 'd', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', 'i', 'a', 'm', 'p', 'l', 'e', 'a', 's', 'e', 'd', 't', 'o', 'a', 'd', 'v', 'i', 's', 'e', 'y', 'o', 'u', 't', 'h', 'a', 't', 'f', 'o', 'l', 'l', 'o', 'w', 'i', 'n', 'g', 'r', 'e', 'c', 'e', 'n', 't', 'r', 'e', 'v', 'i', 'e', 'w', 'o', 'f', 'y', 'o', 'u', 'r', 'm', 'o', 'b', 'n', 'o', 'y', 'o', 'u', 'a', 'r', 'e', 'a', 'w', 'a', 'r', 'd', 'e', 'd', 'w', 'i', 't', 'h', 'a', '1', '5', '0', '0', 'b', 'o', 'n', 'u', 's', 'p', 'r', 'i', 'z', 'e', 'c', 'a', 'l', 'l', '0', '9', '0', '6', '6', '3', '6', '4', '5', '8', '9']"
66,0,"['t', 'o', 'd', 'a', 'y', 'i', 's', 's', 'o', 'n', 'g', 'd', 'e', 'd', 'i', 'c', 'a', 't', 'e', 'd', 'd', 'a', 'y', 'w', 'h', 'i', 'c', 'h', 's', 'o', 'n', 'g', 'w', 'i', 'l', 'l', 'u', 'd', 'e', 'd', 'i', 'c', 'a', 't', 'e', 'f', 'o', 'r', 'm', 'e', 's', 'e', 'n', 'd', 't', 'h', 'i', 's', 't', 'o', 'a', 'l', 'l', 'u', 'r', 'v', 'a', 'l', 'u', 'a', 'b', 'l', 'e', 'f', 'r', 'n', 'd', 's', 'b', 'u', 't', 'f', 'i', 'r', 's', 't', 'r', 'p', 'l', 'y', 'm', 'e']"
67,1,"['u', 'r', 'g', 'e', 'n', 't', 'u', 'r', 'a', 'w', 'a', 'r', 'd', 'e', 'd', 'a', 'c', 'o', 'm', 'p', 'l', 'i', 'm', 'e', 'n', 't', 'a', 'r', 'y', 't', 'r', 'i', 'p', 't', 'o', 'e', 'u', 'r', 'o', 'd', 'i', 's', 'i', 'n', 'c', 't', 'r', 'a', 'v', 'a', 'c', 'o', 'e', 'n', 't', 'r', 'y', '4', '1', 'o', 'r', '1', '0', '0', '0', 't', 'o', 'c', 'l', 'a', 'i', 'm', 't', 'x', 't', 'd', 'i', 's', 't', 'o', '8', '7', '1', '2', '1', '1', '8', '6', '1', '5', '0', 'm', 'o', 'r', 'e', 'f', 'r', 'm', 'm', 'o', 'b', 's', 'h', 'r', 'a', 'c', 'o', 'm', 'o', 'r', 's', 'g', 'l', 's', 'u', 'p', 'l', 't', '1', '0', 'l', 's', '1', '3', 'a', 'j']"
68,1,"['d', 'i', 'd', 'y', 'o', 'u', 'h', 'e', 'a', 'r', 'a', 'b', 'o', 'u', 't', 't', 'h', 'e', 'n', 'e', 'w', 'd', 'i', 'v', 'o', 'r', 'c', 'e', 'b', 'a', 'r', 'b', 'i', 'e', 'i', 't', 'c', 'o', 'm', 'e', 's', 'w', 'i', 't', 'h', 'a', 'l', 'l', 'o', 'f', 'k', 'e', 'n', 's', 's', 't', 'u', 'f', 'f']"
69,0,"['i', 'p', 'l', 'a', 'n', 'e', 't', 'o', 'g', 'i', 'v', 'e', 'o', 'n', 't', 'h', 'i', 's', 'm', 'o', 'n', 't', 'h', 'e', 'n', 'd']"
70,0,"['w', 'a', 'h', 'l', 'u', 'c', 'k', 'y', 'm', 'a', 'n', 't', 'h', 'e', 'n', 'c', 'a', 'n', 's', 'a', 'v', 'e', 'm', 'o', 'n', 'e', 'y', 'h', 'e', 'e']"
71,0,"['f', 'i', 'n', 'i', 's', 'h', 'e', 'd', 'c', 'l', 'a', 's', 's', 'w', 'h', 'e', 'r', 'e', 'a', 'r', 'e', 'y', 'o', 'u']"
72,0,"['h', 'i', 'b', 'a', 'b', 'e', 'i', 'm', 'a', 't', 'h', 'o', 'm', 'e', 'n', 'o', 'w', 'w', 'a', 'n', 'n', 'a', 'd', 'o', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 'x', 'x']"
73,0,"['k', 'k', 'w', 'h', 'e', 'r', 'e', 'a', 'r', 'e', 'y', 'o', 'u', 'h', 'o', 'w', 'd', 'i', 'd', 'y', 'o', 'u', 'p', 'e', 'r', 'f', 'o', 'r', 'm', 'e', 'd']"
74,0,"['u', 'c', 'a', 'n', 'c', 'a', 'l', 'l', 'm', 'e', 'n', 'o', 'w']"
75,0,"['i', 'a', 'm', 'w', 'a', 'i', 't', 'i', 'n', 'g', 'm', 'a', 'c', 'h', 'a', 'n', 'c', 'a', 'l', 'l', 'm', 'e', 'o', 'n', 'c', 'e', 'y', 'o', 'u', 'f', 'r', 'e', 'e']"
76,0,"['t', 'h', 'a', 't', 's', 'c', 'o', 'o', 'l', 'i', 'a', 'm', 'a', 'g', 'e', 'n', 't', 'l', 'e', 'm', 'a', 'n', 'a', 'n', 'd', 'w', 'i', 'l', 'l', 't', 'r', 'e', 'a', 't', 'y', 'o', 'u', 'w', 'i', 't', 'h', 'd', 'i', 'g', 'n', 'i', 't', 'y', 'a', 'n', 'd', 'r', 'e', 's', 'p', 'e', 'c', 't']"
77,0,"['i', 'l', 'i', 'k', 'e', 'y', 'o', 'u', 'p', 'e', 'o', 'p', 'l', 'e', 's', 'v', 'e', 'r', 'y', 'm', 'u', 'c', 'h', 'b', 'u', 't', 'a', 'm', 'v', 'e', 'r', 'y', 's', 'h', 'y', 'p', 'a']"
78,0,"['d', 'o', 'e', 's', 'n', 'o', 't', 'o', 'p', 'e', 'r', 'a', 't', 'e', 'a', 'f', 't', 'e', 'r', 'l', 't', 'g', 't', 'o', 'r', 'w', 'h', 'a', 't']"
79,0,"['i', 't', 's', 'n', 'o', 't', 't', 'h', 'e', 's', 'a', 'm', 'e', 'h', 'e', 'r', 'e', 's', 't', 'i', 'l', 'l', 'l', 'o', 'o', 'k', 'i', 'n', 'g', 'f', 'o', 'r', 'a', 'j', 'o', 'b', 'h', 'o', 'w', 'm', 'u', 'c', 'h', 'd', 'o', 't', 'a', 's', 'e', 'a', 'r', 'n', 't', 'h', 'e', 'r', 'e']"
80,0,"['s', 'o', 'r', 'r', 'y', 'i', 'l', 'l', 'c', 'a', 'l', 'l', 'l', 'a', 't', 'e', 'r']"
81,0,"['k', 'd', 'i', 'd', 'y', 'o', 'u', 'c', 'a', 'l', 'l', 'm', 'e', 'j', 'u', 's', 't', 'n', 'o', 'w', 'a', 'h']"
82,0,"['o', 'k', 'i', 'a', 'm', 'o', 'n', 't', 'h', 'e', 'w', 'a', 'y', 't', 'o', 'h', 'o', 'm', 'e', 'h', 'i', 'h', 'i']"
83,0,"['y', 'o', 'u', 'w', 'i', 'l', 'l', 'b', 'e', 'i', 'n', 't', 'h', 'e', 'p', 'l', 'a', 'c', 'e', 'o', 'f', 't', 'h', 'a', 't', 'm', 'a', 'n']"
84,0,"['y', 'u', 'p', 'n', 'e', 'x', 't', 's', 't', 'o', 'p']"
85,0,"['i', 'c', 'a', 'l', 'l', 'y', 'o', 'u', 'l', 'a', 't', 'e', 'r', 'd', 'o', 'n', 't', 'h', 'a', 'v', 'e', 'n', 'e', 't', 'w', 'o', 'r', 'k', 'i', 'f', 'u', 'r', 'g', 'n', 't', 's', 'm', 's', 'm', 'e']"
86,0,"['f', 'o', 'r', 'r', 'e', 'a', 'l', 'w', 'h', 'e', 'n', 'u', 'g', 'e', 't', 't', 'i', 'n', 'g', 'o', 'n', 'y', 'o', 'i', 'o', 'n', 'l', 'y', 'n', 'e', 'e', 'd', '2', 'm', 'o', 'r', 'e', 't', 'i', 'c', 'k', 'e', 't', 's', 'a', 'n', 'd', 'o', 'n', 'e', 'm', 'o', 'r', 'e', 'j', 'a', 'c', 'k', 'e', 't', 'a', 'n', 'd', 'i', 'm', 'd', 'o', 'n', 'e', 'i', 'a', 'l', 'r', 'e', 'a', 'd', 'y', 'u', 's', 'e', 'd', 'a', 'l', 'l', 'm', 'y', 'm', 'u', 'l', 't', 'i', 's']"
87,0,"['y', 'e', 's', 'i', 's', 't', 'a', 'r', 't', 'e', 'd', 't', 'o', 's', 'e', 'n', 'd', 'r', 'e', 'q', 'u', 'e', 's', 't', 's', 't', 'o', 'm', 'a', 'k', 'e', 'i', 't', 'b', 'u', 't', 'p', 'a', 'i', 'n', 'c', 'a', 'm', 'e', 'b', 'a', 'c', 'k', 's', 'o', 'i', 'm', 'b', 'a', 'c', 'k', 'i', 'n', 'b', 'e', 'd', 'd', 'o', 'u', 'b', 'l', 'e', 'c', 'o', 'i', 'n', 's', 'a', 't', 't', 'h', 'e', 'f', 'a', 'c', 't', 'o', 'r', 'y', 't', 'o', 'o', 'i', 'g', 'o', 't', 't', 'a', 'c', 'a', 's', 'h', 'i', 'n', 'a', 'l', 'l', 'm', 'y', 'n', 'i', 't', 'r', 'o', 's']"
88,0,"['i', 'm', 'r', 'e', 'a', 'l', 'l', 'y', 'n', 'o', 't', 'u', 'p', 't', 'o', 'i', 't', 's', 't', 'i', 'l', 'l', 't', 'o', 'n', 'i', 'g', 'h', 't', 'b', 'a', 'b', 'e']"
89,0,"['e', 'l', 'a', 'k', 'a', 'n', 'o', 'i', 'l', 'd', 'o', 'w', 'n', 'l', 'o', 'a', 'd', 'c', 'o', 'm', 'e', 'w', 'e', 'n', 'u', 'r', 'f', 'r', 'e', 'e']"
90,0,"['y', 'e', 'a', 'h', 'd', 'o', 'd', 'o', 'n', 't', 's', 't', 'a', 'n', 'd', 't', 'o', 'c', 'l', 'o', 's', 'e', 't', 'h', 'o', 'y', 'o', 'u', 'l', 'l', 'c', 'a', 't', 'c', 'h', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g']"
91,0,"['s', 'o', 'r', 'r', 'y', 't', 'o', 'b', 'e', 'a', 'p', 'a', 'i', 'n', 'i', 's', 'i', 't', 'o', 'k', 'i', 'f', 'w', 'e', 'm', 'e', 'e', 't', 'a', 'n', 'o', 't', 'h', 'e', 'r', 'n', 'i', 'g', 'h', 't', 'i', 's', 'p', 'e', 'n', 't', 'l', 'a', 't', 'e', 'a', 'f', 't', 'e', 'r', 'n', 'o', 'o', 'n', 'i', 'n', 'c', 'a', 's', 'u', 'a', 'l', 't', 'y', 'a', 'n', 'd', 't', 'h', 'a', 't', 'm', 'e', 'a', 'n', 's', 'i', 'h', 'a', 'v', 'e', 'n', 't', 'd', 'o', 'n', 'e', 'a', 'n', 'y', 'o', 'f', 'y', 's', 't', 'u', 'f', 'f', '4', '2', 'm', 'o', 'r', 'o', 'a', 'n', 'd', 't', 'h', 'a', 't', 'i', 'n', 'c', 'l', 'u', 'd', 'e', 's', 'a', 'l', 'l', 'm', 'y', 't', 'i', 'm', 'e', 's', 'h', 'e', 'e', 't', 's', 'a', 'n', 'd', 't', 'h', 'a', 't', 's', 'o', 'r', 'r', 'y']"
92,0,"['s', 'm', 'i', 'l', 'e', 'i', 'n', 'p', 'l', 'e', 'a', 's', 'u', 'r', 'e', 's', 'm', 'i', 'l', 'e', 'i', 'n', 'p', 'a', 'i', 'n', 's', 'm', 'i', 'l', 'e', 'w', 'h', 'e', 'n', 't', 'r', 'o', 'u', 'b', 'l', 'e', 'p', 'o', 'u', 'r', 's', 'l', 'i', 'k', 'e', 'r', 'a', 'i', 'n', 's', 'm', 'i', 'l', 'e', 'w', 'h', 'e', 'n', 's', 'u', 'm', '1', 'h', 'u', 'r', 't', 's', 'u', 's', 'm', 'i', 'l', 'e', 'b', 'e', 'c', 'o', 'z', 's', 'o', 'm', 'e', 'o', 'n', 'e', 's', 't', 'i', 'l', 'l', 'l', 'o', 'v', 'e', 's', 't', 'o', 's', 'e', 'e', 'u', 's', 'm', 'i', 'l', 'i', 'n', 'g']"
93,1,"['p', 'l', 'e', 'a', 's', 'e', 'c', 'a', 'l', 'l', 'o', 'u', 'r', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', 's', 'e', 'r', 'v', 'i', 'c', 'e', 'r', 'e', 'p', 'r', 'e', 's', 'e', 'n', 't', 'a', 't', 'i', 'v', 'e', 'o', 'n', '0', '8', '0', '0', '1', '6', '9', '6', '0', '3', '1', 'b', 'e', 't', 'w', 'e', 'e', 'n', '1', '0', 'a', 'm', '9', 'p', 'm', 'a', 's', 'y', 'o', 'u', 'h', 'a', 'v', 'e', 'w', 'o', 'n', 'a', 'g', 'u', 'a', 'r', 'a', 'n', 't', 'e', 'e', 'd', '1', '0', '0', '0', 'c', 'a', 's', 'h', 'o', 'r', '5', '0', '0', '0', 'p', 'r', 'i', 'z', 'e']"
94,0,"['h', 'a', 'v', 'e', 'n', 't', 'p', 'l', 'a', 'n', 'n', 'i', 'n', 'g', 't', 'o', 'b', 'u', 'y', 'l', 'a', 't', 'e', 'r', 'i', 'c', 'h', 'e', 'c', 'k', 'a', 'l', 'r', 'e', 'a', 'd', 'y', 'l', 'i', 'd', 'o', 'o', 'n', 'l', 'y', 'g', 'o', 't', '5', '3', '0', 's', 'h', 'o', 'w', 'i', 'n', 'e', 'a', 'f', 't', 'e', 'r', 'n', 'o', 'o', 'n', 'u', 'f', 'i', 'n', 'i', 's', 'h', 'w', 'o', 'r', 'k', 'a', 'l', 'r', 'e', 'a', 'd', 'y']"
95,1,"['y', 'o', 'u', 'r', 'f', 'r', 'e', 'e', 'r', 'i', 'n', 'g', 't', 'o', 'n', 'e', 'i', 's', 'w', 'a', 'i', 't', 'i', 'n', 'g', 't', 'o', 'b', 'e', 'c', 'o', 'l', 'l', 'e', 'c', 't', 'e', 'd', 's', 'i', 'm', 'p', 'l', 'y', 't', 'e', 'x', 't', 't', 'h', 'e', 'p', 'a', 's', 's', 'w', 'o', 'r', 'd', 'm', 'i', 'x', 't', 'o', '8', '5', '0', '6', '9', 't', 'o', 'v', 'e', 'r', 'i', 'f', 'y', 'g', 'e', 't', 'u', 's', 'h', 'e', 'r', 'a', 'n', 'd', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'f', 'm', 'l']"
96,0,"['w', 'a', 't', 'c', 'h', 'i', 'n', 'g', 't', 'e', 'l', 'u', 'g', 'u', 'm', 'o', 'v', 'i', 'e', 'w', 'a', 't', 'a', 'b', 't', 'u']"
97,0,"['i', 's', 'e', 'e', 'w', 'h', 'e', 'n', 'w', 'e', 'f', 'i', 'n', 'i', 's', 'h', 'w', 'e', 'h', 'a', 'v', 'e', 'l', 'o', 'a', 'd', 's', 'o', 'f', 'l', 'o', 'a', 'n', 's', 't', 'o', 'p', 'a', 'y']"
98,0,"['h', 'i', 'w', 'k', 'b', 'e', 'e', 'n', 'o', 'k', 'o', 'n', 'h', 'o', 'l', 's', 'n', 'o', 'w', 'y', 'e', 's', 'o', 'n', 'f', 'o', 'r', 'a', 'b', 'i', 't', 'o', 'f', 'a', 'r', 'u', 'n', 'f', 'o', 'r', 'g', 'o', 't', 't', 'h', 'a', 't', 'i', 'h', 'a', 'v', 'e', 'h', 'a', 'i', 'r', 'd', 'r', 'e', 's', 's', 'e', 'r', 's', 'a', 'p', 'p', 'o', 'i', 'n', 't', 'm', 'e', 'n', 't', 'a', 't', 'f', 'o', 'u', 'r', 's', 'o', 'n', 'e', 'e', 'd', 't', 'o', 'g', 'e', 't', 'h', 'o', 'm', 'e', 'n', 's', 'h', 'o', 'w', 'e', 'r', 'b', 'e', 'f', 'o', 'r', 'e', 'h', 'a', 'n', 'd', 'd', 'o', 'e', 's', 't', 'h', 'a', 't', 'c', 'a', 'u', 's', 'e', 'p', 'r', 'o', 'b', 'f', 'o', 'r', 'u', 'h', 'a', 'm']"
99,0,"['p', 'l', 'e', 'a', 's', 'e', 'd', 'o', 'n', 't', 't', 'e', 'x', 't', 'm', 'e', 'a', 'n', 'y', 'm', 'o', 'r', 'e', 'i', 'h', 'a', 'v', 'e', 'n', 'o', 't', 'h', 'i', 'n', 'g', 'e', 'l', 's', 'e', 't', 'o', 's', 'a', 'y']"
100,0,"['o', 'k', 'a', 'y', 'n', 'a', 'm', 'e', 'u', 'r', 'p', 'r', 'i', 'c', 'e', 'a', 's', 'l', 'o', 'n', 'g', 'a', 's', 'i', 't', 's', 'l', 'e', 'g', 'a', 'l', 'w', 'e', 'n', 'c', 'a', 'n', 'i', 'p', 'i', 'c', 'k', 't', 'h', 'e', 'm', 'u', 'p', 'y', 'u', 'a', 'v', 'e', 'x', 'a', 'm', 's', 'x', 'x']"
101,0,"['i', 'm', 's', 't', 'i', 'l', 'l', 'l', 'o', 'o', 'k', 'i', 'n', 'g', 'f', 'o', 'r', 'a', 'c', 'a', 'r', 't', 'o', 'b', 'u', 'y', 'a', 'n', 'd', 'h', 'a', 'v', 'e', 'n', 'o', 't', 'g', 'o', 'n', 'e', '4', 't', 'h', 'e', 'd', 'r', 'i', 'v', 'i', 'n', 'g', 't', 'e', 's', 't', 'y', 'e', 't']"
102,0,"['w', 'o', 'w', 'y', 'o', 'u', 'r', 'e', 'r', 'i', 'g', 'h', 't', 'i', 'd', 'i', 'd', 'n', 't', 'm', 'e', 'a', 'n', 't', 'o', 'd', 'o', 't', 'h', 'a', 't', 'i', 'g', 'u', 'e', 's', 's', 'o', 'n', 'c', 'e', 'i', 'g', 'a', 'v', 'e', 'u', 'p', 'o', 'n', 'b', 'o', 's', 't', 'o', 'n', 'm', 'e', 'n', 'a', 'n', 'd', 'c', 'h', 'a', 'n', 'g', 'e', 'd', 'm', 'y', 's', 'e', 'a', 'r', 'c', 'h', 'l', 'o', 'c', 'a', 't', 'i', 'o', 'n', 't', 'o', 'n', 'y', 'c', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 'c', 'h', 'a', 'n', 'g', 'e', 'd', 'c', 'u', 'z', 'o', 'n', 'm', 'y', 's', 'i', 'g', 'n', 'i', 'n', 'p', 'a', 'g', 'e', 'i', 't', 's', 't', 'i', 'l', 'l', 's', 'a', 'y', 's', 'b', 'o', 's', 't', 'o', 'n']"
103,0,"['u', 'm', 'm', 'a', 'm', 'y', 'l', 'i', 'f', 'e', 'a', 'n', 'd', 'v', 'a', 'v', 'a', 'u', 'm', 'm', 'a', 'l', 'o', 'v', 'e', 'y', 'o', 'u', 'l', 'o', 't', 'd', 'e', 'a', 'r']"
104,0,"['t', 'h', 'a', 'n', 'k', 's', 'a', 'l', 'o', 't', 'f', 'o', 'r', 'y', 'o', 'u', 'r', 'w', 'i', 's', 'h', 'e', 's', 'o', 'n', 'm', 'y', 'b', 'i', 'r', 't', 'h', 'd', 'a', 'y', 't', 'h', 'a', 'n', 'k', 's', 'y', 'o', 'u', 'f', 'o', 'r', 'm', 'a', 'k', 'i', 'n', 'g', 'm', 'y', 'b', 'i', 'r', 't', 'h', 'd', 'a', 'y', 't', 'r', 'u', 'l', 'y', 'm', 'e', 'm', 'o', 'r', 'a', 'b', 'l', 'e']"
